Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.7304,285,0,0,0,1,-0.706,-0.1342,0.987453,0.905653,0.675107
m.8231,396,0,1,0,1,2.68,0.491,1,0.831096,0.787743
m.8325,182,0,0,0,0,8.241,0.9072,0.984923,0.712776,0.819838
m.8454,243,2,1,1,1,5.81,0.4588,1,0.837299,0.78417
m.8791,125,0,0,0,1,-9.363,-0.9761,0.632354,0.886485,0.4018
m.8809,274,0,0,0,1,-6.237,-0.9405,0.649697,0.889257,0.413634
m.8880,300,1,2,2,2,-3.847,-0.444,0.900377,0.913692,0.581725
m.9062,253,1,1,1,1,-10.844,-1.7143,0.318025,0.835195,0.177312
m.9611,446,2,2,0,2,8.345,1.4655,0.821469,0.443753,0.831985
symbB1.EST_k37c20_13957|m.31989,701,1,1,1,0,-3.771,-0.5676,0.844196,0.911262,0.54032
symbB1.EST_k37c20_14815|m.33870,1477,1,0,1,0,-4.6,-0.8156,0.714221,0.898415,0.455631
m.13226,326,8,6,2,3,-0.025,-0.0026,0.998448,0.896417,0.707622
symbB1.EST_k37c20_16474|m.37535,172,0,0,0,0,-10.986,-1.6713,0.334471,0.837479,0.188503
symbB1.EST_k37c20_18722|m.42454,780,2,0,0,0,4.582,0.5386,1,0.821265,0.792695
symbB1.EST_k37c20_24934|m.54977,285,0,0,0,1,0.887,0.1051,1,0.886608,0.730431
symbB1.EST_k37c20_37403|m.76597,647,0,4,3,2,4.014,0.6114,1,0.804579,0.799555
symbB1.EST_k37c20_42278|m.83126,244,2,2,2,2,-8.221,-1.0162,0.613445,0.883324,0.388537
symbB1.EST_k37c20_50116|m.90698,105,0,0,0,0,-3.768,-0.3551,0.934216,0.913479,0.610424
symbB1.EST_k37c20_5312|m.12672,147,0,0,0,0,1.105,0.1066,1,0.886457,0.730725
symbB1.EST_k37c20_8675|m.20239,134,1,1,0,1,-18.2,-3.0022,0.028819,0.803773,0.011367
m.13240,197,1,2,1,2,10.61,1.5046,0.796661,0.422775,0.831879
m.10139,271,0,1,0,0,-11.752,-1.2807,0.497623,0.86283,0.302765
m.10342,512,1,0,0,0,-6.689,-1.4455,0.425787,0.851214,0.252046
symbB1.EST_k37c20_10759|m.24902,986,0,0,1,1,1.322,0.237,1,0.8717,0.753924
symbB1.EST_k37c20_11223|m.25887,300,3,3,2,3,5.892,0.7046,1,0.779974,0.807197
symbB1.EST_k37c20_5636|m.13449,465,0,0,0,1,-7.079,-1.1229,0.56578,0.874881,0.353548
m.12204,184,1,0,0,1,6.396,0.6897,1,0.78417,0.806055
m.12319,389,0,0,0,0,1.416,0.1743,0.999959,0.879221,0.74333
m.15145,279,0,0,0,1,-14.523,-2.4145,0.098329,0.810615,0.051509
m.15779,427,1,1,0,1,5.354,0.8535,0.991258,0.732338,0.81702
m.16303,320,0,1,0,0,7.809,1.0188,0.969787,0.668,0.824605
m.1809,261,0,0,0,0,-0.693,-0.0643,0.994938,0.901137,0.693004
m.19423,152,1,1,0,1,0.45,0.047,0.999672,0.892146,0.718552
m.21223,127,0,0,0,0,-3.482,-0.4584,0.894325,0.913569,0.576976
m.10239,279,1,2,0,1,-1.584,-0.1306,0.987941,0.905443,0.676062
m.13278,257,2,2,0,1,-0.319,-0.0581,0.99541,0.900693,0.694523
m.22490,163,0,0,0,1,-16.805,-2.0391,0.199221,0.821108,0.105058
m.23963,466,0,1,0,0,8.553,0.9905,0.97398,0.679886,0.823526
m.27134,171,0,0,0,0,-2.864,-0.3783,0.926006,0.913699,0.603049
m.27198,282,0,1,0,0,1.177,0.2342,1,0.872054,0.753472
m.28497,512,0,1,0,0,-7.002,-1.1505,0.553842,0.872722,0.344569
m.3433,518,0,0,0,1,3.26,0.4693,1,0.835314,0.785356
m.34511,252,0,1,0,0,-4.425,-0.5206,0.866613,0.912544,0.556216
m.1328,203,1,2,0,0,8.729,1.4111,0.851946,0.473104,0.831948
m.3559,327,0,1,0,0,-0.236,-0.0519,0.995855,0.900243,0.696032
m.3942,152,0,1,0,1,-7.066,-0.8103,0.71705,0.898776,0.457429
m.3958,820,0,0,0,0,-6.198,-0.8482,0.696938,0.896139,0.444597
m.4719,628,0,0,1,1,6.096,0.7478,1,0.76721,0.810346
m.548,221,1,1,0,1,18.325,1.6468,0.688221,0.349129,0.830594
m.6171,973,0,0,0,2,-5.833,-0.8225,0.710545,0.897942,0.453291
m.13288,883,1,0,0,0,-8.443,-0.8962,0.671998,0.892628,0.428443
symbB1.EST_k37c20_1107|m.2509,910,0,0,1,0,5.462,0.778,0.999401,0.757741,0.81241
symbB1.EST_k37c20_26417|m.57788,642,1,1,1,1,-1.994,-0.2998,0.951858,0.912487,0.627619
m.28490,201,0,1,1,0,-3.611,-0.3892,0.921992,0.913762,0.599554
m.33735,105,0,0,0,0,13.507,1.0656,0.962087,0.647565,0.826208
m.3922,691,2,0,0,0,-9.212,-0.9748,0.632978,0.886587,0.402231
symbB1.EST_k37c20_24898|m.54900,840,0,0,0,1,-10.679,-1.4672,0.41653,0.849775,0.245617
symbB1.EST_k37c20_3711|m.8852,350,0,0,1,3,-7.651,-1.0354,0.604613,0.881802,0.382209
m.10586,414,0,1,0,0,-0.414,-0.0536,0.995735,0.900367,0.695619
m.11167,387,0,0,0,1,-1.422,-0.1817,0.979903,0.908187,0.662176
m.11237,275,0,0,0,0,-6.02,-0.7337,0.758164,0.903632,0.483536
m.13295,297,1,1,0,1,14.593,2.8683,0.080057,0.020223,0.809483
m.13300,320,0,0,0,0,6.465,0.7967,0.997481,0.751673,0.813626
m.13531,269,0,0,0,0,3.82,0.4585,1,0.837355,0.784136
m.15017,296,0,1,0,0,9.798,1.6068,0.721113,0.369268,0.831093
m.21863,436,0,0,0,0,-0.775,-0.108,0.990743,0.904067,0.681977
m.22934,136,0,0,0,1,-1.137,-0.2243,0.971326,0.910074,0.650086
m.38421,218,0,0,0,1,1.577,0.1296,0.999978,0.884095,0.735149
m.13314,295,6,5,3,4,-14.715,-2.8248,0.045799,0.805001,0.019253
m.5372,300,0,1,0,2,-3.055,-0.4981,0.876915,0.913006,0.563768
m.5646,926,0,0,0,0,-6.443,-0.878,0.68137,0.893979,0.434554
m.7032,375,1,0,1,0,-5.237,-0.8891,0.675641,0.893157,0.430825
m.739,482,0,1,0,0,-3.244,-0.3089,0.949147,0.912696,0.624829
m.8882,347,1,2,0,2,2.299,0.4546,1,0.838083,0.78369
m.9152,194,0,0,0,0,-3.421,-0.3649,0.930804,0.913586,0.607319
m.9648,303,1,2,0,1,6.814,0.7836,0.998833,0.755939,0.81278
symbB1.EST_k37c20_16307|m.37144,383,1,1,1,1,7.241,0.5166,1,0.82591,0.790454
symbB1.EST_k37c20_16682|m.38041,281,2,3,2,3,6.199,0.6757,1,0.788019,0.804956
symbB1.EST_k37c20_19065|m.43125,627,0,0,0,0,1.432,0.2625,1,0.868394,0.757954
m.13356,586,1,1,0,0,-6.767,-0.8415,0.700471,0.896615,0.44686
symbB1.EST_k37c20_3717|m.8859,492,1,1,0,0,-3.127,-0.6214,0.817275,0.90929,0.521981
symbB1.EST_k37c20_47040|m.87462,229,0,1,0,1,5.294,0.5607,1,0.816419,0.794865
symbB1.EST_k37c20_976|m.2236,504,0,1,0,0,-0.777,-0.1214,0.989135,0.904895,0.678487
m.20249,222,0,0,0,0,3.615,0.5887,1,0.810007,0.797504
symbB1.EST_k37c20_15345|m.34993,197,1,1,1,2,10.902,1.3744,0.86995,0.492879,0.831798
m.13078,280,5,2,4,0,-1.177,-0.2348,0.968945,0.910482,0.647038
m.133,397,0,0,0,0,3.212,0.7833,0.998864,0.756036,0.81276
m.13371,1200,11,14,7,9,-5.648,-1.2105,0.528018,0.868096,0.325174
m.16465,273,0,0,0,0,0.245,0.0489,0.999699,0.891974,0.718956
m.17390,576,1,1,0,0,5.499,0.7293,1,0.772787,0.809026
m.27600,192,1,0,0,0,0.681,0.1221,0.999989,0.884876,0.733723
m.28539,199,0,0,0,0,0.532,0.0648,0.999866,0.890511,0.722296
m.33243,759,2,1,1,1,9.312,1.228,0.924627,0.56977,0.830159
m.4994,274,0,0,0,0,-0.657,-0.1461,0.985757,0.90633,0.671924
m.565,363,0,0,0,0,-2.858,-0.4903,0.880416,0.913142,0.566375
m.1339,464,13,15,17,20,-0.965,-0.4437,0.900501,0.913695,0.581824
m.9274,131,0,0,0,1,12.188,1.5017,0.798582,0.424325,0.831891
symbB1.EST_k37c20_22419|m.50026,1501,1,1,1,1,1.034,0.1459,0.999956,0.882362,0.738195
symbB1.EST_k37c20_9603|m.22318,388,0,0,0,0,-1.866,-0.2551,0.964042,0.911204,0.641073
m.10260,232,0,0,0,0,-3.247,-0.4935,0.878984,0.913087,0.565306
m.1145,390,0,0,0,0,1.717,0.2425,1,0.870999,0.754806
m.18621,247,0,0,0,0,-5.344,-0.7484,0.75027,0.902755,0.478512
m.19106,321,0,0,0,1,1.388,0.1626,0.999948,0.880534,0.74124
m.13423,531,4,5,3,1,1.758,0.266,1,0.867929,0.758495
m.2975,338,0,0,0,0,-0.998,-0.1956,0.977295,0.908844,0.658281
m.29890,126,0,0,0,0,6.356,1.0089,0.971289,0.672199,0.824237
m.34323,203,0,0,0,0,-6.023,-0.9575,0.641349,0.887939,0.407976
m.35539,566,0,1,0,1,-4.882,-0.5799,0.838149,0.910857,0.536138
m.9470,281,0,0,0,0,4.81,1.1212,0.951379,0.622071,0.827833
symbB1.EST_k37c20_43079|m.84058,495,1,2,1,3,4.634,1.0251,0.96881,0.665305,0.824834
symbB1.EST_k37c20_6001|m.14297,612,0,1,0,1,1.263,0.1706,0.999953,0.879639,0.742673
m.13425,114,0,0,0,0,-9.383,-1.0871,0.581438,0.877704,0.36524
m.11137,540,1,0,0,0,1.948,0.2363,1,0.871788,0.753811
m.13303,395,0,0,0,1,3.462,0.3786,1,0.851311,0.774425
m.3052,140,0,0,0,2,-1.476,-0.3121,0.948175,0.912765,0.623845
m.4094,218,0,0,0,1,2.051,0.3179,1,0.860678,0.766184
m.5411,316,0,0,0,1,-8.201,-1.2227,0.52276,0.867169,0.321254
m.8629,370,0,0,0,0,1.551,0.2217,1,0.873613,0.75143
m.9925,1408,0,1,0,2,-13.096,-1.1497,0.554187,0.872784,0.344829
m.10289,705,0,0,0,0,-7.385,-0.9875,0.626912,0.88559,0.398023
m.13427,257,0,0,0,0,-2.594,-0.3088,0.949177,0.912693,0.62486
symbB1.EST_k37c20_4968|m.11868,359,2,2,2,2,8.279,0.749,1,0.766842,0.81043
m.10110,697,0,0,0,0,5.217,0.6149,1,0.803723,0.799864
m.29582,292,0,1,0,0,7.993,1.3385,0.885729,0.512106,0.831553
m.32269,102,0,0,0,0,-4.509,-0.5798,0.838199,0.91086,0.536172
m.4359,370,0,0,0,1,2.408,0.2535,1,0.869578,0.756549
m.5815,262,0,0,0,0,-3.042,-0.5088,0.872053,0.912799,0.560182
symbB1.EST_k37c20_7251|m.17057,1438,0,1,2,1,-4.62,-0.708,0.771918,0.905094,0.49233
m.25343,331,0,1,0,0,-9.792,-1.1511,0.553583,0.872675,0.344374
symbB1.EST_k37c20_17410|m.39673,708,1,0,0,0,-3.224,-0.5619,0.846974,0.91144,0.542255
m.3392,310,0,0,0,0,-1.11,-0.1125,0.99022,0.904349,0.680811
m.4556,530,0,1,0,0,7.345,1.0099,0.971139,0.671777,0.824275
symbB1.EST_k37c20_1477|m.3395,2273,0,0,1,1,0.679,0.1014,1,0.886978,0.729704
symbB1.EST_k37c20_4006|m.9590,256,0,0,0,0,2.833,0.2415,1,0.871127,0.754647
m.13442,270,0,0,0,3,-6.462,-1.7386,0.308782,0.833951,0.171135
symbB1.EST_k37c20_8208|m.19231,2104,1,1,3,3,-4.374,-0.7076,0.772131,0.905116,0.492467
m.30950,171,0,0,0,0,-1.17,-0.1566,0.984153,0.906904,0.669084
m.16396,363,0,0,0,1,5.471,0.5865,1,0.810522,0.797301
m.22947,323,0,0,0,1,-6.651,-1.1015,0.57511,0.876566,0.360531
m.24982,193,1,0,1,2,-3.521,-0.5443,0.855452,0.911951,0.548218
m.466,178,0,0,0,0,0.07,0.0139,0.998986,0.895043,0.711339
m.13443,372,25,26,21,23,2.719,0.9997,0.97265,0.676061,0.823886
symbB1.EST_k37c20_46440|m.87105,143,0,0,0,0,5.871,0.8802,0.988162,0.72277,0.818466
m.36120,197,1,1,0,0,15.057,1.6216,0.709107,0.361753,0.83092
m.450,995,1,1,1,1,1.669,0.3771,1,0.851555,0.774231
symbB1.EST_k37c20_15697|m.35743,248,1,1,0,0,-3.349,-0.6159,0.82008,0.909515,0.523861
symbB1.EST_k37c20_29069|m.62725,664,0,1,0,0,-10.218,-1.9309,0.236953,0.825224,0.12649
m.10254,141,1,2,0,0,-1.327,-0.2185,0.972596,0.909839,0.651758
m.13444,605,3,5,2,2,0.402,0.0276,0.999329,0.893867,0.714364
m.12364,195,0,0,0,0,-11.103,-1.5225,0.393405,0.846214,0.229532
m.37919,181,0,0,0,1,2.62,0.4655,1,0.836037,0.784929
m.5579,791,0,1,0,0,4.927,0.5095,1,0.827371,0.789714
m.585,748,0,0,0,0,7.177,0.9446,0.98022,0.698396,0.821592
m.9103,276,0,0,0,0,-10.885,-1.3364,0.473272,0.858779,0.285282
m.9624,266,0,3,0,3,-2.157,-0.4183,0.910802,0.913805,0.590138
m.13448,293,1,1,0,1,-4.022,-0.5014,0.875423,0.912944,0.562663
symbB1.EST_k37c20_15400|m.35107,584,0,0,0,1,-8.266,-1.4687,0.415894,0.849676,0.245175
m.15778,129,3,1,0,0,6.798,0.8043,0.996681,0.749165,0.814106
m.20986,292,2,2,0,1,-10.757,-1.2673,0.503453,0.863822,0.307014
m.17688,106,1,1,0,0,-4.142,-0.657,0.798871,0.907709,0.509799
m.19310,151,0,0,1,2,-10.487,-1.1215,0.566388,0.874991,0.354005
m.20818,279,0,0,0,0,-6.012,-0.6628,0.795837,0.907432,0.507813
m.1346,158,13,15,7,10,0.178,0.0439,0.999627,0.892425,0.71789
m.22619,255,1,1,1,1,-11.766,-2.3805,0.104936,0.811342,0.055169
m.26096,232,0,1,1,0,9.532,1.3041,0.899293,0.530348,0.831224
m.27731,112,0,0,0,0,-0.297,-0.0543,0.995686,0.900418,0.695449
m.37897,102,0,0,0,1,2.737,0.4203,1,0.844272,0.779647
m.5041,486,0,0,0,0,-0.231,-0.0458,0.996264,0.899792,0.697505
m.6009,1126,0,1,0,1,-3.593,-0.8632,0.68907,0.89506,0.439536
m.6129,534,0,1,0,0,7.71,1.4513,0.829878,0.451405,0.831997
m.6781,483,1,0,0,1,5.647,0.6603,1,0.79215,0.803715
symbB1.EST_k37c20_12955|m.29796,346,2,1,1,1,-5.203,-0.6924,0.78022,0.905935,0.497673
symbB1.EST_k37c20_19619|m.44232,603,0,2,1,0,1.896,0.3182,1,0.860634,0.766226
m.13471,151,1,4,0,2,2.201,0.3695,1,0.85278,0.773239
symbB1.EST_k37c20_29965|m.64279,492,0,0,0,0,-7.383,-1.2429,0.514033,0.865644,0.314787
symbB1.EST_k37c20_2911|m.6886,357,0,1,0,0,8.531,1.0251,0.96881,0.665305,0.824834
symbB1.EST_k37c20_23403|m.51979,420,0,0,0,0,-9.676,-0.8134,0.715395,0.898565,0.456377
symbB1.EST_k37c20_6753|m.15979,351,0,0,0,1,-1.193,-0.2197,0.972336,0.909888,0.651413
m.11820,1432,0,0,0,1,-5.11,-0.6822,0.785624,0.906466,0.501167
m.13475,469,2,1,0,0,9.558,0.8918,0.986785,0.718516,0.819067
symbB1.EST_k37c20_15464|m.35251,692,0,0,0,0,-0.012,-0.0019,0.998473,0.89636,0.707781
symbB1.EST_k37c20_22139|m.49456,187,0,1,0,0,-10.164,-1.4747,0.413353,0.849283,0.243411
symbB1.EST_k37c20_9675|m.22458,434,0,1,0,0,5.216,0.5076,1,0.827759,0.789514
m.12700,435,0,0,0,0,2.197,0.2892,1,0.864769,0.762008
m.3982,105,0,1,0,0,-1.472,-0.1639,0.982977,0.90729,0.667092
m.4879,605,0,0,0,1,9.334,1.201,0.932267,0.583366,0.829666
m.13476,183,1,1,1,0,-3.735,-0.6402,0.807607,0.908481,0.515551
m.7317,1692,0,0,0,0,7.364,0.8514,0.991497,0.733077,0.816902
symbB1.EST_k37c20_2846|m.6706,695,0,0,0,0,6.117,0.6451,1,0.796124,0.802459
m.13551,300,0,0,0,0,2.819,0.5021,1,0.828876,0.788933
m.24162,164,0,0,0,0,1.771,0.3329,1,0.858456,0.768294
symbB1.EST_k37c20_30360|m.65003,1124,0,0,1,0,-1.968,-0.4552,0.895682,0.9136,0.578034
m.10304,278,4,3,3,3,6.816,1.2569,0.915704,0.554976,0.83062
m.13486,292,16,19,12,11,-11.092,-0.816,0.714007,0.898388,0.455495
m.11277,156,0,0,0,0,-3.101,-0.4664,0.8909,0.913481,0.574328
m.2327,164,0,1,0,0,2.133,0.2602,1,0.868698,0.757597
m.35586,136,0,0,0,0,1.46,0.2079,1,0.875295,0.749131
m.3720,243,0,1,0,0,-7.281,-0.9973,0.622276,0.884818,0.39478
m.13488,163,1,2,0,1,2.603,0.4318,1,0.842238,0.781027
m.5908,242,1,1,1,1,0.117,0.023,0.999225,0.894265,0.713355
m.599,163,0,0,0,0,-0.919,-0.1589,0.983787,0.907026,0.668458
m.17178,533,0,1,0,0,0.198,0.0323,0.999425,0.893456,0.715389
m.1733,1264,0,0,0,0,-11.282,-1.187,0.538131,0.869896,0.332748
m.1763,638,0,0,0,0,-2.215,-0.4392,0.902361,0.913724,0.583303
m.26381,192,0,0,0,0,-0.648,-0.0704,0.994445,0.901567,0.691498
m.6692,457,0,0,0,0,2.017,0.2586,1,0.868909,0.757347
symbB1.EST_k37c20_26748|m.58435,134,1,1,1,2,-1.268,-0.2364,0.968573,0.910542,0.646572
m.13490,255,1,2,0,2,-6.284,-1.4213,0.436211,0.852847,0.259289
m.14510,507,0,0,0,0,10.713,1.5878,0.73619,0.379016,0.831293
m.26121,284,0,0,0,0,-14.159,-2.0015,0.211993,0.822478,0.112191
m.29599,227,1,1,1,1,4.054,0.576,1,0.812953,0.796323
m.6992,516,0,0,0,0,3.174,0.445,1,0.839853,0.782581
m.13514,432,1,1,0,2,-1.027,-0.1403,0.986599,0.906003,0.67348
symbB1.EST_k37c20_15198|m.34678,996,0,0,0,1,-1.167,-0.1372,0.987037,0.905826,0.674308
symbB1.EST_k37c20_22896|m.50938,501,2,1,1,1,4.603,0.4872,1,0.831846,0.787331
m.16002,356,0,0,0,0,5.923,0.9021,0.985544,0.714689,0.819585
m.19148,194,0,0,0,1,-4.058,-0.602,0.827119,0.91006,0.528607
m.1875,114,1,1,0,0,-6.484,-0.6463,0.804445,0.908206,0.513463
m.13516,189,6,8,6,7,-0.065,-0.0163,0.997882,0.897523,0.704473
symbB1.EST_k37c20_19602|m.44199,473,0,1,1,1,0.383,0.0546,0.999767,0.891455,0.720162
m.1355,1555,8,9,3,6,2.144,0.6043,1,0.806299,0.798922
m.1474,312,0,0,0,0,-3.926,-0.4208,0.90981,0.9138,0.589323
m.4498,185,0,0,0,0,-0.391,-0.0578,0.995432,0.900672,0.694597
m.9363,503,0,0,0,0,2.347,0.4055,1,0.84683,0.777833
m.23889,612,0,0,0,0,-11.257,-1.1532,0.552677,0.872512,0.343693
m.13552,557,0,1,1,0,-10.382,-1.7874,0.290292,0.831553,0.159067
m.22417,185,0,0,0,0,3.098,0.3966,1,0.848336,0.776721
m.3200,260,0,0,0,0,4.504,0.6123,1,0.804359,0.799635
symbB1.EST_k37c20_28718|m.62075,479,0,0,9,1,-12.233,-2.6417,0.066064,0.806865,0.031202
m.11482,410,1,0,0,0,-5.866,-0.642,0.806675,0.908401,0.514935
m.13885,1031,0,0,0,0,-8.659,-0.7384,0.755642,0.903354,0.481929
m.1813,275,0,0,0,0,-2.835,-0.4506,0.897621,0.913641,0.579552
symbB1.EST_k37c20_51549|m.92078,253,0,0,0,0,-2.826,-0.3127,0.947992,0.912778,0.62366
m.13557,339,4,4,1,1,-1.692,-0.336,0.940622,0.913211,0.616427
m.25982,154,1,1,1,1,-0.996,-0.1607,0.983499,0.907122,0.667967
m.16169,177,0,0,0,1,-8.252,-1.3652,0.460654,0.856732,0.276369
symbB1.EST_k37c20_7154|m.16857,620,0,0,1,0,-6.204,-0.873,0.683963,0.894346,0.436236
m.13590,549,24,29,12,14,4.741,1.241,0.920714,0.563145,0.830375
m.6225,650,0,0,0,0,5.443,0.9291,0.982204,0.704432,0.820885
symbB1.EST_k37c20_1842|m.4423,1008,1,1,1,1,-19.932,-2.0833,0.184716,0.819579,0.097103
m.25428,275,0,0,0,0,1.501,0.1868,0.999993,0.877788,0.745522
m.37924,103,1,0,0,0,-2.785,-0.4151,0.912066,0.913809,0.591179
m.8021,276,0,0,0,0,-5.128,-0.446,0.899545,0.913678,0.581067
m.136,295,1,0,0,1,-5.275,-0.7402,0.754676,0.903247,0.481314
m.20767,129,0,0,0,0,-4.976,-0.6647,0.794841,0.90734,0.507162
m.37559,262,0,0,0,0,4.644,0.8394,0.99285,0.737266,0.816218
m.4348,157,0,0,0,0,2.01,0.2245,1,0.873267,0.751891
m.17363,155,0,0,0,0,6.696,0.6543,1,0.793731,0.803223
m.25379,155,0,0,0,1,-5.306,-0.451,0.897453,0.913638,0.57942
m.10327,1122,2,2,0,3,6.029,0.6269,1,0.80075,0.800911
m.13617,393,1,2,0,0,-3.652,-0.4615,0.893003,0.913537,0.575951
m.1159,503,0,1,0,0,-6.041,-0.8201,0.711822,0.898107,0.454105
m.18307,451,0,1,0,0,1.018,0.1123,1,0.885881,0.731835
m.288,547,0,0,0,0,5.966,0.6076,1,0.805502,0.799217
m.37027,210,0,0,0,0,-8.311,-1.0132,0.614837,0.883561,0.389527
m.13680,770,0,0,0,1,14.672,1.7823,0.572619,0.28556,0.828223
m.22843,793,0,1,0,0,4.805,0.6691,1,0.789802,0.804428
m.29431,334,0,0,1,1,0.536,0.1329,0.999974,0.883748,0.735772
symbB1.EST_k37c20_6952|m.16418,513,0,0,0,1,-1.575,-0.2492,0.965507,0.911003,0.642817
m.1369,374,54,66,44,58,3.744,2.1695,0.345472,0.144089,0.819337
m.6314,557,0,0,0,0,-1.14,-0.1515,0.984944,0.906627,0.670467
m.13710,208,0,1,0,1,3.723,0.4897,1,0.831353,0.787603
m.5774,539,0,0,0,0,1.188,0.0951,0.999997,0.887603,0.728456
m.15620,573,0,0,0,2,4.577,0.7953,0.997627,0.752132,0.813537
symbB1.EST_k37c20_22445|m.50090,1279,0,0,1,0,4.676,0.521,1,0.824995,0.790909
m.22320,648,0,0,0,0,2.858,0.3693,1,0.852812,0.773213
symbB1.EST_k37c20_2835|m.6679,174,0,0,0,0,-1.52,-0.2263,0.97088,0.910154,0.649508
m.13720,455,0,0,0,0,1.428,0.247,1,0.870421,0.755523
m.7273,883,0,0,0,1,-11.854,-1.0902,0.580071,0.877459,0.364226
m.31335,295,1,1,1,1,1.156,0.1706,0.999953,0.879639,0.742673
m.3502,403,0,0,0,0,5.241,0.423,1,0.843798,0.779973
m.3457,126,0,0,0,0,5.397,0.525,1,0.824157,0.791319
symbB1.EST_k37c20_9128|m.21252,672,1,1,1,2,-10.121,-2.1811,0.154725,0.816487,0.08114
m.13743,311,7,8,5,4,-4.112,-1.001,0.620536,0.884526,0.393557
m.27716,303,0,0,0,0,12.25,0.9447,0.980207,0.698356,0.821596
m.13744,138,0,2,1,2,-10.193,-1.1674,0.546562,0.871409,0.339088
m.22122,295,0,0,0,0,7.77,0.5342,1,0.822209,0.792253
m.8921,707,0,0,0,0,-3.304,-0.2573,0.963486,0.911277,0.640421
symbB1.EST_k37c20_24096|m.53328,290,0,0,0,0,-3.009,-0.5123,0.870447,0.912726,0.559007
m.33479,104,0,0,0,0,-15.374,-1.3863,0.451428,0.855254,0.2699
m.13753,335,2,2,0,1,5.098,0.3973,1,0.848218,0.776809
m.7201,1122,0,0,0,0,2.384,0.3759,1,0.85175,0.774075
symbB1.EST_k37c20_16704|m.38084,422,1,1,0,1,-3.749,-0.4323,0.905184,0.913761,0.585566
m.10346,250,2,2,1,2,-1.857,-0.2351,0.968876,0.910493,0.646951
m.13791,176,1,0,1,1,-6.74,-1.3077,0.485839,0.860851,0.294253
m.12784,410,0,0,0,1,15.838,2.0576,0.390296,0.179875,0.821768
m.10765,227,1,2,2,1,1.731,0.2481,1,0.870279,0.755697
symbB1.EST_k37c20_7453|m.17508,942,1,1,0,0,-3.129,-0.6688,0.792688,0.90714,0.505757
m.13811,436,1,2,1,1,-9.744,-0.6188,0.818603,0.909397,0.52287
m.36274,150,0,0,0,0,-5.425,-1.0396,0.602699,0.881469,0.380827
m.13833,263,0,0,0,3,1.692,0.2698,1,0.86742,0.759079
symbB1.EST_k37c20_45956|m.86783,429,0,1,1,2,-2.029,-0.2364,0.968573,0.910542,0.646572
m.14949,162,0,0,0,1,-14.411,-2.5176,0.081578,0.808679,0.041489
symbB1.EST_k37c20_8055|m.18877,1017,0,0,0,1,4.962,0.5545,1,0.817797,0.794264
m.13842,680,16,13,9,13,0.597,0.0828,0.999969,0.888803,0.725988
symbB1.EST_k37c20_22916|m.50972,768,0,0,2,2,2.563,0.3458,1,0.856497,0.770069
m.19692,606,0,0,0,1,-2.827,-0.2816,0.957047,0.912016,0.633148
m.13862,447,1,3,0,1,7.05,1.0481,0.965091,0.655319,0.825635
symbB1.EST_k37c20_55947|m.94652,326,0,0,0,0,-5.367,-0.8793,0.680696,0.893883,0.434117
m.13863,1106,18,17,2,5,0.287,0.0756,0.999937,0.889493,0.724523
m.139,190,4,3,2,3,2.197,0.4676,1,0.835638,0.785165
m.64,594,0,1,0,0,8.1,1.244,0.919786,0.561609,0.830423
symbB1.EST_k37c20_33350|m.70148,510,0,0,0,0,4.951,1.0018,0.972342,0.675183,0.823967
m.13977,445,17,17,13,16,-6.477,-2.8385,0.04432,0.80489,0.018518
m.37151,120,0,0,0,0,11.754,2.7137,0.113469,0.033539,0.811163
m.1408,226,6,7,4,6,7.656,1.3261,0.890784,0.518705,0.831445
m.14083,1506,2,1,0,1,2.059,0.3284,1,0.859129,0.767666
m.10360,636,1,2,1,0,5.822,0.7344,1,0.771266,0.809394
m.141,436,36,35,29,34,-3.478,-1.0703,0.588883,0.879034,0.370744
m.14108,268,1,2,0,1,-9.343,-1.5227,0.393323,0.846202,0.229475
m.14109,662,3,3,1,3,0.493,0.0786,0.999951,0.889206,0.725135
m.14128,211,15,18,10,9,3.705,0.635,1,0.798709,0.801606
m.1413,338,9,8,6,9,-4.26,-0.7645,0.741616,0.901763,0.473016
m.14152,569,1,1,0,1,-2.886,-0.4819,0.884143,0.913274,0.569177
m.14201,145,0,1,0,0,-9.69,-1.5794,0.37036,0.842724,0.213443
m.14213,220,4,4,0,1,-4.813,-0.4977,0.877096,0.913013,0.563902
m.14242,428,0,1,0,0,-4.584,-0.9291,0.655362,0.890134,0.417436
m.14297,518,1,2,0,1,-9.753,-0.9894,0.62601,0.88544,0.397394
m.10378,725,2,2,1,1,13.899,1.2489,0.918256,0.559095,0.830499
m.14312,960,15,14,5,19,-4.515,-0.7802,0.733178,0.900766,0.467664
m.14349,643,2,3,0,0,-6.122,-0.8895,0.675435,0.893128,0.430691
m.14355,846,17,17,12,21,1.962,0.3278,1,0.859218,0.767582
m.1436,550,37,38,20,26,-3.858,-1.0022,0.619973,0.884431,0.39316
m.1437,515,1,0,0,1,-7.896,-1.5561,0.379707,0.844131,0.219973
m.14375,119,1,2,0,1,9.115,0.7845,0.998742,0.755648,0.812839
m.1440,833,3,1,1,2,-3.277,-0.3661,0.930381,0.913598,0.606938
m.14422,417,0,2,0,2,12.965,2.6639,0.129143,0.039065,0.811787
