Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.441	423	31	31	18	41	45	25	1.116	4.3790	0.000000	0.000000	0.372671
m.4415	804	1	3	2	0	0	2	-0.152	-0.2118	0.992569	0.302094	0.936367
m.4416	678	0	3	1	0	0	0	-0.113	-0.1411	0.993389	0.276654	0.949751
m.4429	352	1	4	0	3	3	0	0.785	1.1701	0.000300	0.000011	0.632258
m.443	202	0	0	3	0	3	1	-0.277	-0.3866	0.999990	0.343746	0.857779
m.444	342	1	0	1	0	0	1	-0.063	-0.0818	0.997466	0.251503	0.957941
m.4449	151	0	2	2	2	3	2	0.376	0.5669	0.202599	0.011657	0.844725
m.4453	365	7	9	6	5	8	2	0.330	0.6177	0.142395	0.007605	0.823029
m.449	162	11	9	6	8	11	8	0.861	1.7325	0.000000	0.000000	0.518851
m.450	995	3	1	3	4	0	2	0.431	0.7281	0.057994	0.002721	0.777552
m.4533	744	1	5	3	1	4	2	-0.028	-0.0417	0.999766	0.232769	0.962491
m.454	722	1	1	2	2	3	0	0.179	0.2730	0.757690	0.079141	0.952002
m.4541	228	3	3	1	1	1	1	-0.094	-0.1177	0.994833	0.267125	0.953220
m.4556	530	5	8	3	3	5	1	0.469	0.8045	0.028041	0.001233	0.748126
m.4558	266	6	0	4	2	0	4	-0.002	-0.0037	0.999625	0.213994	0.966087
m.458	572	1	3	1	4	0	2	0.817	1.3157	0.000032	0.000001	0.596563
m.459	339	10	10	10	16	19	6	0.840	2.1518	0.000000	0.000000	0.461772
m.4593	1009	0	0	0	2	1	1	0.258	0.3363	0.631387	0.056666	0.934960
m.4597	352	0	1	1	2	1	2	0.365	0.5281	0.258579	0.015843	0.861342
m.4598	220	0	3	1	3	1	1	0.549	0.7613	0.042731	0.001945	0.764539
m.460	402	8	16	9	18	12	9	1.092	2.6766	0.000000	0.000000	0.417076
m.461	891	4	2	2	0	3	2	0.084	0.1258	0.954141	0.146928	0.970586
m.4616	493	0	0	0	1	1	0	-0.102	-0.1217	0.994563	0.268791	0.952651
m.462	353	8	10	6	11	8	6	0.964	2.0461	0.000000	0.000000	0.474420
m.4637	291	0	4	5	7	6	3	0.764	1.4728	0.000002	0.000000	0.563734
m.4641	249	2	1	3	1	0	2	-0.314	-0.4508	0.999980	0.352507	0.799723
m.4645	459	0	0	0	2	3	0	0.490	0.7611	0.042812	0.001949	0.764616
m.466	178	3	2	4	4	7	4	0.566	0.9643	0.004730	0.000190	0.692570
m.4694	414	19	23	15	24	20	7	0.793	2.5697	0.000000	0.000000	0.424230
m.47	1132	0	3	2	0	0	1	-0.219	-0.2780	0.998347	0.321287	0.916737
m.471	360	1	1	1	0	0	0	-0.034	-0.0448	0.999651	0.234260	0.962165
m.4724	266	0	0	1	0	1	0	-0.072	-0.0873	0.997049	0.253971	0.957259
m.4728	213	2	0	0	2	4	0	0.680	0.9997	0.003051	0.000121	0.681327
m.473	628	0	2	2	2	4	1	0.358	0.5124	0.283658	0.017853	0.868023
m.4733	390	1	7	2	5	5	0	0.933	1.6438	0.000000	0.000000	0.533183
m.474	402	0	3	1	3	3	2	0.825	1.2891	0.000049	0.000002	0.602681
m.4747	349	20	28	13	19	16	22	0.816	2.2948	0.000000	0.000000	0.446778
m.4759	223	27	30	15	18	34	11	0.645	1.8078	0.000000	0.000000	0.507315
m.4781	617	44	65	34	63	56	26	0.822	3.6536	0.000000	0.000000	0.381090
m.4805	113	0	0	0	2	1	0	0.353	0.4847	0.331133	0.021895	0.879681
m.481	1150	0	0	0	1	4	7	0.712	1.0713	0.001200	0.000046	0.659709
m.4855	1250	3	2	1	4	5	1	1.068	1.6561	0.000000	0.000000	0.531143
m.4865	531	11	14	12	12	15	11	0.478	1.2777	0.000058	0.000002	0.605356
m.4874	397	0	0	0	0	0	1	-0.005	-0.0067	0.999755	0.215506	0.965831
m.4876	497	26	27	23	35	36	21	0.702	2.6898	0.000000	0.000000	0.416237
m.4878	331	38	45	25	54	33	36	1.011	4.2789	0.000000	0.000000	0.373525
m.4884	253	38	32	31	43	43	26	0.565	2.3420	0.000000	0.000000	0.442362
m.4889	468	0	4	0	4	3	0	0.963	1.5635	0.000000	0.000000	0.546978
m.4892	422	2	1	2	0	3	2	0.091	0.1260	0.953989	0.146826	0.970581
m.4894	508	5	4	2	2	3	1	0.410	0.5879	0.175924	0.009804	0.835728
m.4897	319	12	17	11	19	23	14	0.961	2.8319	0.000000	0.000000	0.407783
m.4900	202	0	3	0	1	2	2	0.234	0.3059	0.693880	0.066876	0.943774
m.4903	2982	1	0	2	1	3	5	0.380	0.5423	0.237089	0.014188	0.855271
m.491	248	21	28	16	33	33	18	1.047	2.9453	0.000000	0.000000	0.401854
m.4911	552	123	174	100	158	139	97	0.561	4.6502	0.000000	0.000000	0.370694
m.4921	158	15	32	17	30	32	14	0.839	3.0215	0.000000	0.000000	0.398339
m.4923	315	22	26	20	33	36	19	0.801	2.7732	0.000000	0.000000	0.411146
m.4926	159	1	0	0	1	1	1	0.031	0.0397	0.994129	0.191718	0.969160
m.4935	224	2	2	0	0	3	2	0.312	0.4115	0.473133	0.036056	0.908968
m.494	400	0	2	0	2	5	2	0.633	0.9541	0.005352	0.000216	0.695879
m.4943	647	53	79	46	94	102	65	0.843	4.3972	0.000000	0.000000	0.372522
m.4946	322	4	3	1	4	4	1	1.018	1.6957	0.000000	0.000000	0.524693
m.4958	221	3	4	1	3	3	3	0.908	1.4293	0.000005	0.000000	0.572297
m.4960	840	35	41	29	55	54	42	0.911	3.5301	0.000000	0.000000	0.383373
m.4974	208	0	5	4	5	6	2	0.641	1.0920	0.000906	0.000035	0.653732
m.4978	368	93	109	64	109	108	71	0.669	4.1027	0.000000	0.000000	0.375177
m.498	709	1	2	2	3	4	2	0.613	0.9883	0.003519	0.000140	0.684907
m.4980	256	2	1	0	1	1	0	-0.051	-0.0621	0.998770	0.242456	0.960268
m.4988	204	2	10	4	9	8	8	1.224	2.3565	0.000000	0.000000	0.441056
m.4990	351	7	9	5	12	9	7	1.236	2.4031	0.000000	0.000000	0.437014
m.4998	325	4	0	1	1	0	2	0.102	0.1316	0.949629	0.143967	0.970400
m.50	394	6	4	3	2	3	2	0.215	0.3260	0.652831	0.060003	0.938070
m.500	227	3	5	4	7	8	1	0.916	1.7319	0.000000	0.000000	0.518945
m.5005	481	31	47	27	45	47	29	0.774	3.1164	0.000000	0.000000	0.394512
m.5012	2350	144	261	140	248	208	134	0.661	6.3797	0.000000	0.000000	0.367423
m.5017	206	3	3	2	3	3	2	0.630	0.9942	0.003269	0.000130	0.683049
m.5020	224	11	15	11	22	29	16	1.088	2.9576	0.000000	0.000000	0.401260
m.5022	151	16	20	10	22	16	13	1.184	2.9714	0.000000	0.000000	0.400606
m.5025	257	25	39	25	44	33	22	0.784	3.0725	0.000000	0.000000	0.396207
m.5026	617	0	0	1	0	2	2	0.145	0.1967	0.880483	0.112041	0.965357
m.5028	1007	60	61	35	51	72	33	0.615	2.9521	0.000000	0.000000	0.401525
m.5030	279	27	39	22	40	26	25	0.887	3.0703	0.000000	0.000000	0.396295
m.5036	327	5	6	3	2	7	0	0.306	0.5258	0.262167	0.016126	0.862323
m.504	1022	4	2	2	4	6	0	0.918	1.5224	0.000001	0.000000	0.554400
m.5042	675	8	5	5	6	9	3	0.743	1.4971	0.000001	0.000000	0.559106
m.5045	171	1	0	1	0	2	0	0.075	0.0957	0.973566	0.162480	0.970932
m.5056	403	16	11	10	11	14	8	0.570	1.3569	0.000016	0.000001	0.587424
m.506	193	5	4	7	10	8	11	0.826	1.8706	0.000000	0.000000	0.498105
m.5061	506	16	34	13	22	22	9	0.860	2.4731	0.000000	0.000000	0.431353
m.5062	346	8	11	7	21	15	16	1.458	3.3820	0.000000	0.000000	0.386593
m.5064	342	21	19	16	20	14	10	0.577	1.8169	0.000000	0.000000	0.505958
m.5075	186	1	0	0	0	1	0	-0.083	-0.1065	0.995631	0.262377	0.954764
m.5076	1105	12	20	16	19	22	16	0.578	1.6375	0.000000	0.000000	0.534235
m.508	371	0	7	3	4	12	7	0.988	1.6495	0.000000	0.000000	0.532235
m.5080	107	14	16	10	17	17	9	0.951	2.4419	0.000000	0.000000	0.433819
m.5081	198	24	28	19	22	20	17	0.461	1.5471	0.000001	0.000000	0.549908
m.5087	320	4	6	3	10	6	5	1.316	2.5795	0.000000	0.000000	0.423545
m.5096	1402	8	10	8	4	15	6	0.141	0.2666	0.769474	0.081669	0.953435
m.5108	251	96	120	76	116	120	63	0.547	3.8177	0.000000	0.000000	0.378536
m.5109	131	6	10	6	13	9	5	1.071	2.4282	0.000000	0.000000	0.434930
m.5113	272	10	12	7	16	12	8	1.158	2.6432	0.000000	0.000000	0.419240
m.5115	549	28	20	16	20	31	15	0.613	1.8472	0.000000	0.000000	0.501494
m.5116	342	1	3	1	3	1	0	0.508	0.7520	0.046624	0.002139	0.768150
m.5120	694	48	61	37	65	67	33	0.761	3.9892	0.000000	0.000000	0.376382
m.5125	382	1	2	4	0	4	1	-0.293	-0.4403	0.999989	0.351270	0.810757
m.5128	376	3	11	4	4	0	7	0.506	0.8741	0.013465	0.000566	0.722941
m.5142	151	11	7	5	18	11	11	1.653	3.7476	0.000000	0.000000	0.379563
m.5146	126	10	7	6	6	11	7	0.659	1.3407	0.000021	0.000001	0.590970
m.5147	416	24	25	12	30	28	14	1.275	4.1911	0.000000	0.000000	0.374322
m.5148	167	3	2	2	4	2	4	0.734	1.1263	0.000563	0.000021	0.644094
m.5150	488	3	3	1	6	6	2	1.334	2.2303	0.000000	0.000000	0.453236
m.5161	451	14	14	6	10	18	2	0.996	2.0491	0.000000	0.000000	0.474043
m.5163	1400	7	6	0	0	0	0	-0.048	-0.0636	0.998692	0.243156	0.960097
m.5172	212	1	1	0	0	3	0	0.206	0.3035	0.698691	0.067729	0.944422
m.5182	409	30	42	19	33	38	17	0.869	3.1741	0.000000	0.000000	0.392473
m.5185	122	0	1	0	3	1	1	0.549	0.8439	0.018663	0.000799	0.733678
m.5186	242	83	139	74	121	94	64	0.617	4.0528	0.000000	0.000000	0.375690
m.5189	253	2	8	1	4	3	5	1.129	1.6989	0.000000	0.000000	0.524180
m.519	515	24	36	18	29	24	22	0.791	2.7079	0.000000	0.000000	0.415102
m.5191	2106	2	14	6	1	9	2	-0.288	-0.4993	0.999987	0.357353	0.739709
m.5196	113	0	1	1	0	2	0	0.066	0.0816	0.980496	0.169836	0.970760
m.5199	639	3	4	4	6	7	4	0.836	1.6020	0.000000	0.000000	0.540256
m.5203	1963	0	1	0	0	0	0	-0.115	-0.1531	0.992813	0.281331	0.947825
m.5212	302	0	0	1	1	0	0	-0.096	-0.1205	0.994630	0.268293	0.952823
m.5216	1018	5	0	2	1	3	3	0.181	0.2381	0.818916	0.093466	0.959126
m.523	663	3	2	4	2	5	2	0.034	0.0537	0.990634	0.184422	0.969862
m.5250	227	3	6	3	24	3	8	2.011	4.6935	0.000000	0.000000	0.370429
m.5253	335	39	82	56	92	55	49	0.646	3.6120	0.000000	0.000000	0.381823
m.5256	138	9	12	7	10	9	11	0.869	1.9606	0.000000	0.000000	0.485565
m.5266	746	0	1	0	1	3	2	0.353	0.4819	0.336150	0.022341	0.880847
m.5270	380	8	9	7	5	14	7	0.424	0.8508	0.017340	0.000739	0.731200
m.5277	148	2	3	0	1	3	0	0.156	0.2096	0.862709	0.106084	0.963675
m.5290	1690	21	18	23	34	36	18	0.692	2.5399	0.000000	0.000000	0.426352
m.5296	670	1	3	2	1	5	0	0.159	0.2125	0.858533	0.104765	0.963264
m.5305	270	2	14	6	14	6	8	1.145	2.5252	0.000000	0.000000	0.427422
m.5309	1972	187	266	193	276	277	177	0.409	4.4899	0.000000	0.000000	0.371799
m.531	580	21	28	17	40	25	26	1.133	3.6890	0.000000	0.000000	0.380494
m.5315	882	14	22	12	22	31	14	1.066	3.0054	0.000000	0.000000	0.399049
m.5317	354	16	21	15	17	20	17	0.541	1.5416	0.000001	0.000000	0.550899
m.532	113	18	18	12	18	16	11	0.801	2.4030	0.000000	0.000000	0.437023
m.5328	257	4	12	2	9	3	4	1.410	2.5508	0.000000	0.000000	0.425568
m.5331	336	1	1	1	0	0	0	-0.214	-0.2714	0.997484	0.319570	0.919153
m.534	225	26	31	24	48	32	32	0.941	3.5552	0.000000	0.000000	0.382882
m.5346	119	1	3	1	2	3	0	0.582	0.8644	0.014973	0.000633	0.726358
m.5347	415	10	17	10	22	19	14	1.142	2.9607	0.000000	0.000000	0.401112
m.535	370	11	19	3	14	11	5	1.765	3.4189	0.000000	0.000000	0.385733
m.5352	328	2	3	2	3	3	1	0.577	0.8872	0.011643	0.000486	0.718373
m.5354	547	21	31	25	36	42	22	0.709	2.6686	0.000000	0.000000	0.417589
m.5358	207	6	3	3	1	5	5	0.198	0.2923	0.720850	0.071795	0.947347
m.5364	172	18	23	13	21	23	10	0.827	2.4229	0.000000	0.000000	0.435365
m.5369	500	21	24	13	22	15	20	0.904	2.6567	0.000000	0.000000	0.418358
m.537	304	2	0	0	0	3	1	0.248	0.3267	0.651381	0.059772	0.937862
m.5372	300	0	0	0	1	0	0	-0.071	-0.0920	0.996711	0.256059	0.956665
m.5376	135	1	2	1	0	2	1	0.051	0.0688	0.985711	0.176529	0.970436
m.5382	195	4	4	3	6	5	4	0.991	1.6281	0.000000	0.000000	0.535813
m.5384	568	5	7	3	1	6	3	0.206	0.3197	0.665825	0.062106	0.939910
m.5390	842	7	26	13	18	15	10	0.679	1.8944	0.000000	0.000000	0.494712
m.5398	324	1	3	2	4	5	3	0.886	1.4115	0.000006	0.000000	0.575911
m.5400	164	15	20	14	16	17	10	0.518	1.4719	0.000002	0.000000	0.563907
m.5403	461	16	29	15	28	26	17	0.957	3.0150	0.000000	0.000000	0.398623
m.5407	595	17	23	15	19	21	8	0.598	1.7776	0.000000	0.000000	0.511877
m.5413	216	0	0	2	7	2	3	1.140	2.1027	0.000000	0.000000	0.467486
m.5415	188	12	11	6	12	9	7	1.081	2.2461	0.000000	0.000000	0.451608
m.5416	476	0	2	0	2	3	0	0.496	0.7201	0.062272	0.002945	0.780739
m.5422	1121	17	24	14	26	19	14	0.932	2.8219	0.000000	0.000000	0.408342
m.5425	415	41	52	37	56	49	46	0.613	3.0798	0.000000	0.000000	0.395916
m.5435	138	0	0	1	1	0	1	-0.053	-0.0697	0.998296	0.245984	0.959391
m.5439	531	0	0	0	0	1	0	-0.156	-0.1884	0.992106	0.294242	0.941413
m.5442	167	28	23	17	32	28	25	0.945	2.9631	0.000000	0.000000	0.400998
m.5451	290	6	9	5	8	8	5	0.924	1.7691	0.000000	0.000000	0.513176
m.5457	390	3	1	1	4	3	0	0.909	1.4472	0.000003	0.000000	0.568728
m.5459	641	1	0	0	0	0	0	0.060	0.0780	0.982061	0.171717	0.970685
m.5463	882	119	172	95	147	147	89	0.560	4.0726	0.000000	0.000000	0.375483
m.5465	622	3	5	3	9	8	3	1.277	2.3980	0.000000	0.000000	0.437445
m.5473	170	3	0	2	0	1	2	-0.211	-0.2744	0.997871	0.320356	0.918070
m.548	221	0	1	2	1	0	1	-0.288	-0.3975	0.999990	0.345445	0.849405
m.5484	707	4	8	5	5	4	2	0.389	0.7396	0.052268	0.002425	0.773006
m.5486	109	6	1	3	4	4	2	0.604	1.0557	0.001478	0.000057	0.664293
m.5487	105	1	0	1	4	1	1	0.803	1.2449	0.000098	0.000004	0.613237
m.5493	248	0	6	0	8	2	1	1.354	2.3295	0.000000	0.000000	0.443507
m.5494	170	0	2	0	0	0	0	-0.054	-0.0674	0.998454	0.244921	0.959659
m.550	489	29	55	42	85	48	51	0.853	4.5067	0.000000	0.000000	0.371674
m.5502	228	16	17	10	19	22	10	1.072	2.8837	0.000000	0.000000	0.404976
m.5507	231	10	6	3	7	7	5	1.171	2.2526	0.000000	0.000000	0.450947
m.5510	229	13	15	9	21	18	13	1.197	2.9188	0.000000	0.000000	0.403168
m.5513	246	11	9	6	13	11	10	1.201	2.5445	0.000000	0.000000	0.426020
m.5516	387	18	14	6	22	18	10	1.609	3.6198	0.000000	0.000000	0.381683
m.5519	372	2	0	1	0	1	0	-0.044	-0.0541	0.999215	0.238694	0.961162
m.552	338	20	25	16	23	31	12	0.719	2.0653	0.000000	0.000000	0.472027
m.5522	429	7	7	6	12	7	3	0.935	2.0572	0.000000	0.000000	0.473031
m.5525	456	33	27	21	27	28	16	0.574	2.0772	0.000000	0.000000	0.470565
m.5528	192	0	2	1	0	3	0	0.190	0.2658	0.770933	0.081988	0.953610
m.5531	219	0	0	0	1	2	0	0.077	0.0987	0.971921	0.160920	0.970943
m.5534	255	0	2	2	0	1	3	-0.013	-0.0177	1.000000	0.221009	0.964849
m.5535	314	1	1	0	0	0	0	-0.078	-0.1076	0.995559	0.262849	0.954615
m.5538	480	43	55	29	56	46	38	0.883	3.8552	0.000000	0.000000	0.378023
m.554	167	0	0	0	0	1	0	-0.090	-0.1075	0.995567	0.262806	0.954629
m.5544	228	0	1	0	1	1	0	-0.070	-0.0884	0.996979	0.254462	0.957121
m.5546	1101	10	31	14	34	33	5	1.212	3.8407	0.000000	0.000000	0.378219
m.555	591	0	0	0	0	0	2	0.091	0.1237	0.955715	0.148004	0.970644
m.5564	236	0	1	0	0	0	0	-0.078	-0.1006	0.996076	0.259830	0.955550
m.5581	320	10	15	8	13	11	8	0.943	2.1123	0.000000	0.000000	0.466346
m.5582	258	14	16	10	15	15	5	0.817	2.1321	0.000000	0.000000	0.464030
m.5583	175	7	10	9	13	8	8	0.761	1.8865	0.000000	0.000000	0.495832
m.5593	175	5	7	4	8	7	5	1.014	1.9758	0.000000	0.000000	0.483527
m.56	236	16	18	16	20	23	15	0.579	1.7765	0.000000	0.000000	0.512044
m.5603	203	4	4	4	2	6	5	0.304	0.4954	0.312321	0.020255	0.875202
m.5605	166	1	0	2	0	0	3	-0.055	-0.0775	0.997769	0.249556	0.958464
m.5606	190	4	14	6	8	11	5	0.743	1.6157	0.000000	0.000000	0.537913
m.5611	317	30	37	21	33	36	20	0.786	2.7216	0.000000	0.000000	0.414254
m.5613	134	18	17	11	17	17	11	0.834	2.3681	0.000000	0.000000	0.440028
m.5618	330	3	2	1	0	2	0	0.091	0.1235	0.955863	0.148106	0.970649
m.5619	199	7	3	3	7	6	8	1.213	2.1297	0.000000	0.000000	0.464309
m.5620	959	5	5	4	3	5	0	0.288	0.4826	0.334893	0.022229	0.880556
m.5623	526	0	1	1	1	1	0	-0.063	-0.0823	0.997429	0.251729	0.957879
m.5624	813	21	15	10	26	22	16	1.336	3.8674	0.000000	0.000000	0.377862
m.5628	431	38	46	37	44	38	22	0.400	1.7554	0.000000	0.000000	0.515285
m.5634	149	15	21	20	19	21	10	0.298	1.0116	0.002623	0.000103	0.677631
m.5643	338	0	5	0	6	2	4	1.360	2.0409	0.000000	0.000000	0.475075
m.5644	430	29	27	23	29	32	20	0.533	1.9133	0.000000	0.000000	0.492056
m.5659	127	10	6	7	10	10	6	0.782	1.7757	0.000000	0.000000	0.512166
m.5664	242	28	38	30	39	36	20	0.550	2.1968	0.000000	0.000000	0.456788
m.5665	346	11	34	11	19	18	15	0.908	2.5167	0.000000	0.000000	0.428049
m.5669	235	4	1	2	4	4	0	0.797	1.2862	0.000051	0.000002	0.603358
m.5670	433	0	4	0	1	3	0	0.186	0.2595	0.782271	0.084527	0.954959
m.5676	297	6	8	3	7	7	6	1.176	2.2471	0.000000	0.000000	0.451506
m.5677	398	2	10	3	6	2	2	0.796	1.4033	0.000007	0.000000	0.577599
m.5679	145	2	0	0	2	0	0	0.159	0.2176	0.851032	0.102464	0.962514
m.5686	252	3	3	2	3	3	1	0.467	0.7361	0.053959	0.002512	0.774386
m.5689	476	3	9	3	8	7	3	1.176	2.2053	0.000000	0.000000	0.455874
m.5692	394	3	3	5	0	3	0	-0.486	-0.7586	0.636985	0.367293	0.276547
m.5696	189	13	14	7	12	11	8	0.928	1.9947	0.000000	0.000000	0.481026
m.5712	270	1	2	4	6	6	2	0.746	1.4117	0.000006	0.000000	0.575870
m.5724	205	7	8	2	3	8	4	0.879	1.4203	0.000005	0.000000	0.574116
m.5735	289	1	1	1	2	2	1	0.315	0.4401	0.415260	0.029878	0.897870
m.5746	161	21	19	13	22	21	14	0.858	2.5040	0.000000	0.000000	0.428995
m.5747	202	2	0	2	3	1	1	0.327	0.5045	0.296787	0.018939	0.871368
m.5752	384	0	2	1	1	2	0	0.078	0.1038	0.968974	0.158271	0.970938
m.5753	396	9	9	4	4	8	4	0.630	1.0436	0.001734	0.000068	0.667897
m.5755	241	6	9	4	8	8	7	1.111	2.0331	0.000000	0.000000	0.476064
m.5774	539	0	1	1	0	2	0	0.126	0.1774	0.904576	0.121208	0.967441
m.579	570	52	66	54	65	59	37	0.356	1.9406	0.000000	0.000000	0.488282
m.5798	414	0	2	0	0	0	0	-0.122	-0.1569	0.992662	0.282782	0.947191
m.580	344	37	45	29	61	60	31	0.972	4.3825	0.000000	0.000000	0.372642
m.5803	326	6	5	2	9	4	5	1.535	2.7768	0.000000	0.000000	0.410935
m.5804	1293	17	15	19	17	31	10	0.290	0.8976	0.010357	0.000430	0.714785
m.5811	486	48	53	28	60	48	30	0.988	4.3984	0.000000	0.000000	0.372513
m.5813	899	0	1	1	1	2	2	0.212	0.2884	0.728440	0.073245	0.948328
m.5819	163	0	1	1	0	0	2	0.115	0.1590	0.924714	0.130201	0.968957
m.5828	1791	9	8	3	7	13	1	1.208	2.2282	0.000000	0.000000	0.453455
m.5833	121	3	1	3	4	5	4	0.740	1.2337	0.000116	0.000004	0.615991
m.5839	328	7	12	8	8	8	6	0.540	1.2549	0.000084	0.000003	0.610805
m.585	748	0	3	0	1	0	0	-0.102	-0.1338	0.993799	0.273739	0.950871
m.5851	386	0	1	1	0	3	0	0.226	0.2986	0.708450	0.069490	0.945722
m.5859	199	20	21	16	14	22	11	0.300	0.8916	0.011082	0.000461	0.716851
m.5862	284	0	0	0	1	2	0	0.074	0.0918	0.975616	0.164512	0.970905
m.5867	472	11	6	7	8	9	6	0.665	1.5239	0.000001	0.000000	0.554124
m.5868	232	2	1	1	1	3	3	0.380	0.5264	0.261228	0.016052	0.862067
m.5869	404	9	10	5	7	15	4	0.868	1.7282	0.000000	0.000000	0.519527
m.5870	1080	13	21	11	24	25	7	1.146	3.3848	0.000000	0.000000	0.386526
m.5881	363	11	13	8	13	22	14	0.967	2.3172	0.000000	0.000000	0.444650
m.5891	357	3	0	2	2	3	4	0.545	0.8380	0.019863	0.000853	0.735810
m.5892	125	14	15	11	15	21	9	0.743	2.0039	0.000000	0.000000	0.479823
m.5898	324	0	1	0	0	3	0	0.184	0.2500	0.798909	0.088435	0.956888
m.5900	332	5	3	3	4	5	2	0.677	1.1873	0.000233	0.000009	0.627753
m.5906	614	1	0	0	0	0	1	-0.039	-0.0519	0.999337	0.237651	0.961403
m.5911	687	0	1	1	1	2	0	0.066	0.0848	0.979039	0.168164	0.970817
m.5919	327	0	2	4	0	2	0	-0.450	-0.6476	0.878838	0.365399	0.476565
m.592	568	4	6	3	7	8	1	1.044	1.9707	0.000000	0.000000	0.484208
m.5921	124	0	1	0	1	0	0	-0.077	-0.0958	0.996429	0.257734	0.956177
m.5924	163	0	5	3	7	7	3	1.109	2.3600	0.000000	0.000000	0.440745
m.5940	470	16	50	10	45	33	17	1.830	5.0360	0.000000	0.000000	0.368832
m.5946	412	5	3	5	4	2	3	0.213	0.3883	0.521551	0.041721	0.917538
m.5947	328	9	17	9	11	12	7	0.674	1.6039	0.000000	0.000000	0.539929
m.595	591	13	11	7	17	16	10	1.238	2.9276	0.000000	0.000000	0.402726
m.5953	1295	60	87	47	79	87	48	0.700	3.5384	0.000000	0.000000	0.383209
m.5961	726	62	88	68	87	86	57	0.420	2.6398	0.000000	0.000000	0.419464
m.5981	145	10	13	7	12	10	5	0.953	2.0427	0.000000	0.000000	0.474848
m.599	163	7	4	2	1	6	2	0.321	0.4671	0.363290	0.024817	0.886963
m.60	320	15	11	8	10	8	4	0.597	1.3437	0.000020	0.000001	0.590309
m.6000	281	15	15	12	24	16	15	1.044	2.9553	0.000000	0.000000	0.401371
m.6006	339	52	74	38	67	59	43	0.796	3.5754	0.000000	0.000000	0.382498
m.6024	399	3	4	6	6	8	4	0.513	1.0095	0.002695	0.000106	0.678280
m.6025	191	6	11	2	9	6	6	1.564	2.8097	0.000000	0.000000	0.409033
m.604	626	16	19	11	23	16	12	1.131	3.3376	0.000000	0.000000	0.387689
m.6042	807	2	6	1	3	3	0	0.700	1.0577	0.001439	0.000056	0.663701
m.6043	332	1	0	2	3	1	4	0.579	0.8843	0.012026	0.000503	0.719380
m.6046	318	0	0	1	0	0	1	-0.066	-0.0824	0.997422	0.251774	0.957867
m.6058	1126	0	5	0	0	0	1	-0.105	-0.1349	0.993724	0.274181	0.950705
m.606	401	32	32	21	16	37	16	0.161	0.5377	0.243925	0.014708	0.857240
m.6062	535	33	35	20	40	29	25	0.989	3.8583	0.000000	0.000000	0.377982
m.6067	290	10	10	4	8	11	5	1.102	2.1604	0.000000	0.000000	0.460801
m.6094	163	0	0	0	0	1	0	-0.059	-0.0770	0.997798	0.249328	0.958524
m.6098	224	0	0	1	2	2	1	0.340	0.4806	0.338492	0.022550	0.881388
m.6100	310	2	14	8	10	19	12	0.785	1.7801	0.000000	0.000000	0.511496
m.6106	1183	17	20	13	16	18	11	0.630	1.6848	0.000000	0.000000	0.526451
m.611	550	13	12	16	17	16	17	0.449	1.4233	0.000005	0.000000	0.573508
m.612	679	89	151	80	141	118	67	0.693	4.8849	0.000000	0.000000	0.369422
m.6121	222	0	0	0	0	0	1	-0.132	-0.1583	0.992615	0.283313	0.946955
m.6130	287	24	27	17	34	21	24	0.953	3.2083	0.000000	0.000000	0.391359
m.6137	829	4	7	3	5	6	4	0.924	1.6832	0.000000	0.000000	0.526710
m.6149	834	26	28	20	28	25	15	0.648	2.3888	0.000000	0.000000	0.438230
m.6153	459	7	3	4	6	7	7	0.860	1.5907	0.000000	0.000000	0.542207
m.616	1072	11	6	9	6	5	16	0.298	0.7127	0.066454	0.003166	0.783703
m.6160	246	9	13	12	18	14	14	0.821	2.2828	0.000000	0.000000	0.447942
m.6161	297	4	11	9	13	15	8	0.815	2.0365	0.000000	0.000000	0.475632
m.6174	243	32	41	28	38	49	28	0.558	2.0720	0.000000	0.000000	0.471202
m.6180	693	69	123	63	111	88	55	0.702	4.6471	0.000000	0.000000	0.370714
m.6186	860	0	0	1	1	0	0	-0.070	-0.0883	0.996985	0.254417	0.957133
m.6190	936	1	3	2	0	4	1	0.107	0.1541	0.929613	0.132632	0.969285
m.6192	463	22	39	22	57	39	31	1.205	4.8748	0.000000	0.000000	0.369468
m.6193	694	7	5	4	6	6	1	0.701	1.2926	0.000046	0.000002	0.601866
m.6203	143	17	18	13	23	19	16	0.947	2.5052	0.000000	0.000000	0.428905
m.6207	485	7	3	5	4	6	3	0.311	0.5508	0.224776	0.013267	0.851629
m.6212	640	54	91	46	82	60	51	0.711	4.1115	0.000000	0.000000	0.375089
m.6219	1290	8	7	5	10	12	5	1.041	2.2232	0.000000	0.000000	0.453978
m.6230	105	0	0	1	0	1	1	-0.106	-0.1371	0.993609	0.275063	0.950370
m.6233	239	0	9	5	11	6	6	1.146	2.3800	0.000000	0.000000	0.438989
m.6235	1030	5	5	5	4	5	2	0.320	0.5817	0.183535	0.010324	0.838382
m.6244	213	1	0	2	0	0	2	-0.083	-0.1093	0.995422	0.263575	0.954384
m.6258	470	10	7	4	11	10	5	1.321	2.6406	0.000000	0.000000	0.419411
m.6265	202	2	3	1	3	3	1	0.663	1.0161	0.002477	0.000097	0.676244
